<LINE 1>
Injongo	i[NPrePre9]-n[BPre9]-jongo[NStem]
kunye	kunye[Conj]
nasekuqaleni	na[AdvPre]-s[PreLoc-s]-e[LocPre]-u[NPrePre15]-ku[BPre15]-qal[VRoot]-a[VerbTerm]-ini[LocSuf]
koo-1990	kwa[PossConc15]-oo[NPrePre2a]-1990[Num]
,	,[Punc]
uMzantsi	u[NPrePre3]-Mzantsi[ProperName]
Afrika	Afrika[ProperName]
uye	u[SC3]-ye[AuxVStem]
waba	u[SC1]-a[Past]-ba[VCop]
nelona	na[AdvPre]-e[EmphAbsPre]-lo[AbsPron5]-na[PronSuf]
xesha	xesha[NStem]
lokukhula	la[PossConc5]-u[NPrePre15]-ku[BPre15]-khul[VRoot]-a[VerbTerm]
koqoqosho	kwa[PossConc15]-u[NPrePre11]-lu[BPre11]-qoqosho[NStem]
liye	li[SC5]-ye[AuxVStem]
lazinza	li[SC5]-a[Past]-zinz[VRoot]-a[VerbTerm]
ukusukela	u[NPrePre15]-ku[BPre15]-suk[VRoot]-el[ApplExt]-a[VerbTerm]
ekubeni	e[LocPre]-ukuba[Conj]-ini[LocSuf]
ukushicilelwa	u[NPrePre15]-ku[BPre15]-shicilel[VRoot]-w[PassExt]-a[VerbTerm]
kwamanani	kwa[PossConc15]-a[NPrePre6]-ma[BPre6]-nani[NStem]
aqokelelweyo	a[RelConc6]-qokelel[VRoot]-w[PassExt]-e[VerbTerm]-yo[RelSuf]
okunjalo	oku[RelConc15]-njalo[Adv]
kwaqala	ku[SC15]-a[Past]-qal[VRoot]-a[VerbTerm]
ngo-1940	nga[AdvPre]-u[NPrePre1a]-1940[Num]
.	.[Punc]
<LINE 2219>
KwiShumi	ku[LocPre]-i[NPrePre5]-li[BPre5]-shumi[NStem]
lemiNyaka	la[PossConc5]-i[NPrePre4]-mi[BPre4]-nyaka[NStem]
yokuQala	ya[PossConc4]-u[NPrePre15]-ku[BPre15]-qal[VRoot]-a[VerbTerm]
yeNkululeko	ya[PossConc4]-i[NPrePre9]-n[BPre9]-khululeko[NStem]
,	,[Punc]
ukukhula	u[NPrePre15]-ku[BPre15]-khul[VRoot]-a[VerbTerm]
koqoqosho	kwa[PossConc15]-u[NPrePre11]-lu[BPre11]-qoqosho[NStem]
kwaba	ku[SC15]-a[Past]-ba[VCop]
yi-avareji	y[VCop]-i[NPrePre9]-avareji[NStem]
ye-3%	ya[PossConc9]-i[NPrePre9]-3%[Num]
ngonyaka	nga[AdvPre]-u[NPrePre3]-m[BPre3]-nyaka[NStem]
,	,[Punc]
kwaye	kwaye[Conj]
oku	oku[Dem15][Pos1]
kuphucuke	ku[SC15]-phucuk[VRoot]-e[VerbTerm]
kwaya	ku[SC15]-a[Past]-y[VRoot]-a[VerbTerm]
kuma	ku[BPre15]-(i)m[VRoot]-a[VerbTerm]
kwi-5%	ku[LocPre]-5%[Num]
ngonyaka	nga[AdvPre]-u[NPrePre3]-m[BPre3]-nyaka[NStem]
nge-avareji	nga[AdvPre]-i[NPrePre9]-avareji[NStem]
ukusukela	u[NPrePre15]-ku[BPre15]-suk[VRoot]-el[ApplExt]-a[VerbTerm]
ku-2004	ku[LocPre]-2004[Num]
ukuya	u[NPrePre15]-ku[BPre15]-y[VRoot]-a[VerbTerm]
ku-2007	ku[LocPre]-2007[Num]
.	.[Punc]
<LINE 2220>
Ngexa	nga[AdvPre]-i[NPrePre5]-li[BPre5]-xa[NStem]
ukukhula	u[NPrePre15]-ku[BPre15]-khul[VRoot]-a[VerbTerm]
kwabaxhasi	kwa[PossConc15]-a[NPrePre6]-ba[BPre15]-xhasi[NStem]
,	,[Punc]
kukhuthazwa	ku[BPre15]-khuthaz[VRoot]-w[PassExt]-a[VerbTerm]
yingqesho	y[CopPre]-i[NPrePre9]-n[BPre9]-gqesho[NStem]
kunye	kunye[Conj]
nengeniso	na[AdvPre]-i[NPrePre9]-n[BPre9]-ngeniso[NStem]
enyukayo	e[RelConc9]-nyuk[VRoot]-a[VerbTerm]-yo[RelSuf]
kunye	kunye[Conj]
namazinga	na[AdvPre]-a[NPrePre6]-ma[BPre6]-zinga[NStem]
okunyuka	oku[RelConc15]-nyuk[VRoot]-a[VerbTerm]
nokwehla	na[AdvPre]-u[NPrePre15]-ku[BPre15]-ehl[VRoot]-a[VerbTerm]
kwemali	kwa[PossConc15]-i[NPrePre9]-n[BPre9]-mali[NStem]
namazinga	na[AdvPre]-a[NPrePre6]-ma[BPre6]-zinga[NStem]
enzala	a[PossConc6]-i[NPrePre9]-n[BPre9]-zala[NStem]
asezantsi	a[PossConc6]-s[PreLoc-s]-e[LocPre]-zantsi[Adv]
,	,[Punc]
kukho	ku[CopPre]-kho[Adv]
indima	i[NPrePre9]-n[BPre9]-dima[NStem]
okuyidlalileyo	oku[RelConc15]-yi[OC9]-dlal[VRoot]-ile[Perf]-yo[RelSuf]
ngokuphathelene	nga[AdvPre]-oku[RelConc15]-phathelen[VRoot]-e[VerbTerm]
noku	na[AdvPre]-oku[Dem15][Pos1]
,	,[Punc]
sikhuthazwa	si[SC1pp]-khuthaz[VRoot]-w[PassExt]-a[VerbTerm]
liphulo	l[CopPre]-i[NPrePre5]-li[BPre5]-phulo[NStem]
elibanzi	eli[RelConc5]-banzi[RelStem]
lamathuba	la[PossConc5]-a[NPrePre6]-ma[BPre6]-thuba[NStem]
lokunabisa	la[PossConc5]-u[NPrePre15]-ku[BPre15]-nab[VRoot]-is[CausExt]-a[VerbTerm]
ngokungaphaya	nga[AdvPre]-oku[RelConc15]-nga[AdvPre]-phaya[Adv]
kuye	ku[SC15]-y[VRoot]-e[VerbTerm]
phambili	phambili[Adv]
.	.[Punc]
<LINE 2221>
Oku	oku[Dem15][Pos1]
kuquka	ku[BPre15]-quk[VRoot]-a[VerbTerm]
,	,[Punc]
kuqala	ku[BPre15]-qal[VRoot]-a[VerbTerm]
,	,[Punc]
amazinga	a[NPrePre6]-ma[BPre6]-zinga[NStem]
aphezulu	a[RelConc6]-phezulu[Adv]
otyalo-mali	a[PossConc6]-u[NPrePre11]-lu[BPre11]-tyalo[NStem]-mali[NStem]
kuwo	ku[LocPre]-wo[PronStem6]
omabini	o[QuantConc6]-ma[AdjPref6]-bini[AdjStem]
amacandelo	a[NPrePre6]-ma[BPre6]-candelo[NStem]
kwelikarhulumente	ku[LocPre]-eli[RelConc5]-ka[PossKA]-rhulumente[NStem]
nelabucala	na[AdvPre]-e[RelConc9]-la[PossConc5]-bucala[Adv]
.	.[Punc]
<LINE 2222>
Ngokuphathelene	nga[AdvPre]-oku[RelConc15]-phathelen[VRoot]-e[VerbTerm]
noku	na[AdvPre]-oku[Dem15][Pos1]
,	,[Punc]
kwiminyaka	ku[LocPre]-i[NPrePre4]-mi[BPre4]-nyaka[NStem]
emihlanu	a[PossConc6]-emi[AdjPref4]-hlanu[AdjStem]
edlulileyo	e[RelConc4]-dlul[VRoot]-ile[Perf]-yo[RelSuf]
,	,[Punc]
besixhathise	be[SC2]-si[OC1pp]-xhathis[VRoot]-e[VerbTerm]
kwi-16%	ku[LocPre]-16%[Num]
yokwenziwa	ya[PossConc9]-u[NPrePre15]-ku[BPre15]-enz[VRoot]-iw[PassExt]-a[VerbTerm]
kwenkunzi	kwa[PossConc15]-i[NPrePre9]-n[BPre9]-khunzi[NStem]
engaguqukiyo	e[RelConc9]-nga[NegExt]-guquk[VRoot]-i[VerbTerm]-yo[RelSuf]
kungekatsalwa	ku[SC15]-nge[NegExt]-ka[ExclNeg]-tsal[VRoot]-w[PassExt]-a[VerbTerm]
nto	n[BPre9]-to[NStem]
kuyo	ku[LocPre]-yo[PronStem9]
njengepesenti	njenga[AdvPre]-i[NPrePre9]-pesenti[NStem]
yemVeliso	ya[PossConc9]-i[NPrePre9]-n[BPre9]-veliso[NStem]
yaseKhaya	ya[PossConc9]-s[PreLoc-s]-e[LocPre]-i[NPrePre5]-li[BPre5]-khaya[NStem]
kungekaTsalwa	ku[SC15]-nge[NegExt]-ka[ExclNeg]-tsal[VRoot]-w[PassExt]-a[VerbTerm]
nto	n[BPre9]-to[NStem]
kuyo	ku[LocPre]-yo[PronStem9]
(	([Punc]
GDP	GDP[Abbr]
)	)[Punc]
.	.[Punc]
<LINE 2223>
Oko	oko[Dem15][Pos2]
ke	ke[Conj]
iye	i[SC9]-ye[AuxVStem]
yaba	i[SC9]-a[Past]-ba[VCop]
kukukhawuleziswa	ku[SC15]-u[NPrePre15]-ku[BPre15]-khawulez[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
kutyalo-mali	ku[LocPre]-u[NPrePre11]-lu[BPre11]-tyalo[NStem]-mali[NStem]
kwaye	kwaye[Conj]
elo	elo[Dem5][Pos2]
nani	nani[NStem]
namhlanje	namhlanje[Adv]
limi	li[CopPre]-mi[NStem]
kuma-22%	ku[LocPre]-ma[BPre6]-22%[Num]
,	,[Punc]
kufutshane	ku[AdjPref15]-futshane[AdjStem]
nama-25%	na[AdvPre]-ma[BPre6]-25%[Num]
esithelekelela	e[RelConc9]-si[SC1pp]-thelekelel[VRoot]-a[VerbTerm]
ukulifumana	u[NPrePre15]-ku[BPre15]-li[OC5]-fuman[VRoot]-a[VerbTerm]
kuphela	kuphela[Adv]
ngo-2014	nga[AdvPre]-u[NPrePre3]-2014[Num]
.	.[Punc]
<LINE 2224>
Inxenye	i[NPrePre9]-n[BPre9]-xenye[NStem]
ethile	e[RelConc9]-th[VRoot]-ile[Perf]
yoku	ya[PossConc9]-oku[Dem15][Pos1]
isisiphumo	i[CopPre]-s[CopPre]-i[NPrePre7]-si[BPre7]-phumo[NStem]
seenkqubo	sa[PossConc7]-i[NPrePre10]-zin[BPre10]-kqubo[NStem]
eziyilwe	ezi[RelConc10]-yil[VRoot]-w[PassExt]-e[VerbTerm]
ngurhulumente	ng[CopPre]-u[NPrePre1a]-rhulumente[NStem]
zokwandisa	za[PossConc10]-u[NPrePre15]-ku[BPre15]-and[VRoot]-is[CausExt]-a[VerbTerm]
izibonelelo	i[NPrePre8]-zi[BPre8]-bonelelo[NStem]
zokusebenza	za[PossConc8]-u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-a[VerbTerm]
zikarhulumente	zi[PossConc10]-ka[PossKA]-u[NPrePre1a]-rhulumente[NStem]
.	.[Punc]
<LINE 2225>
Ikwasisiphumo	i[SC9]-kwa[AdvPre]-s[CopPre]-i[NPrePre7]-si[BPre7]-phumo[NStem]
semigaqo-nkqubo	sa[PossConc7]-i[NPrePre4]-mi[BPre4]-gaqo[NStem]-n[BPre9]-kqubo[NStem]
esokuphucula	e[RelConc9]-sa[PossConc7]-u[NPrePre15]-ku[BPre15]-phucul[VRoot]-a[VerbTerm]
isimo	i[NPrePre7]-si[BPre7]-mo[NStem]
sotyalo-malo	sa[PossConc7]-u[NPrePre11]-lu[BPre11]-tyalo[NStem]-mali[NStem]
lwamacandelo	lwa[PossConc11]-a[NPrePre6]-ma[BPre6]-candelo[NStem]
abucala	a[PossConc6]-bucala[Adv]
,	,[Punc]
kunye	kunye[Conj]
nokuqhuba	na[AdvPre]-u[NPrePre15]-ku[BPre15]-qhub[VRoot]-a[VerbTerm]
imigaqo-nkqubo	i[NPrePre4]-mi[BPre4]-gaqo[NStem]-n[BPre9]-kqubo[NStem]
yezoqoqosho	ya[PossConc4]-ezi[RelConc8]-za[PossConc8]-u[NPrePre11]-lu[BPre11]-qoqosho[NStem]
neyemali	na[AdvPre]-e[RelConc9]-ya[PossConc9]-i[NPrePre9]-mali[NStem]
ngendlela	nga[AdvPre]-i[NPrePre9]-n[BPre9]-dlela[NStem]
eyandisa	e[RelConc9]-yand[VRoot]-is[CausExt]-a[VerbTerm]
ufikelelo	u[NPrePre11]-lu[BPre11]-fikelelo[NStem]
kwiinkonzo	ku[LocPre]-i[NPrePre10]-zin[BPre10]-konzo[NStem]
kwaye	kwaye[Conj]
yehlise	i[SC9]-ehl[VRoot]-is[CausExt]-e[VerbTerm]
umthwalo	u[NPrePre3]-m[BPre3]-thwalo[NStem]
wokwehla	wa[PossConc3]-u[NPrePre15]-ku[BPre15]-ehl[VRoot]-a[VerbTerm]
nokunyuka	na[AdvPre]-u[NPrePre15]-ku[BPre15]-nyuk[VRoot]-a[VerbTerm]
kwamandla	kwa[PossConc15]-a[NPrePre6]-ma[BPre6]-ndla[NStem]
emali	a[PossConc6]-i[NPrePre9]-mali[NStem]
ngexa	nga[AdvPre]-i[NPrePre5]-li[BPre5]-xa[NStem]
kwangaxesha	kwa[AdvPre]-nga[AdvPre]-i[NPrePre5]-li[BPre5]-xesha[NStem]
nye	nye[EnumStem]
iqinisekisa	i[SC4]-qinisek[VRoot]-is[CausExt]-a[VerbTerm]
uzinzo	u[NPrePre11]-lu[BPre11]-zinzo[NStem]
kali	ka[AdvPre]-l[CopPre]-i[NPrePre5]
esikhulu	esi[AdjPref7]-khulu[AdjStem]
sezoqoqosho	sa[PossConc7]-ezi[RelConc8]-za[PossConc8]-u[NPrePre11]-lu[BPre11]-qoqosho[NStem]
nokugcineka	na[AdvPre]-u[NPrePre15]-ku[BPre15]-gcin[VRoot]-ek[NeutExt]-a[VerbTerm]
kwaso	kwa[PossConc15]-so[PronStem7]
.	.[Punc]
<LINE 2226>
Ujoliso	u[NPrePre11]-lu[BPre11]-joliso[NStem]
kutshintsho	ku[LocPre]-u[NPrePre11]-lu[BPre11]-tshintsho[NStem]
loqoqosho	lwa[PossConc11]-u[NPrePre11]-lu[BPre11]-qoqosho[NStem]
oluncinane	olu[AdjPref11]-ncinane[AdjStem]
kwishumi	ku[LocPre]-i[NPrePre5]-li[BPre5]-shumi[NStem]
leminyaka	la[PossConc5]-i[NPrePre4]-mi[BPre4]-nyaka[NStem]
elidlulileyo	eli[RelConc5]-dlul[VRoot]-ile[Perf]-yo[RelSuf]
,	,[Punc]
kunye	kunye[Conj]
neenzame	na[AdvPre]-i[NPrePre10]-zin[BPre10]-zame[NStem]
,	,[Punc]
ingakumbi	i[SC9]-ngakumbi[Adv]
ukusukela	u[NPrePre15]-ku[BPre15]-suk[VRoot]-el[ApplExt]-a[VerbTerm]
ngo-2004	nga[AdvPre]-u[NPrePre3]-2004[Num]
ngobuchule	nga[AdvPre]-u[NPrePre14]-bu[BPre14]-chule[NStem]
obungaphaya	obu[RelConc14]-nga[AdvPre]-phaya[Adv]
bokususa	ba[PossConc14]-u[NPrePre15]-ku[BPre15]-sus[VRoot]-a[VerbTerm]
iintlobo	i[NPrePre10]-zin[BPre10]-tlobo[NStem]
ngeentlobo	nga[AdvPre]-i[NPrePre10]-zin[BPre10]-tlobo[NStem]
zemiqobo	za[PossConc10]-i[NPrePre4]-mi[BPre4]-qobo[NStem]
ekukhuleni	e[LocPre]-u[NPrePre15]-ku[BPre15]-khul[VRoot]-a[VerbTerm]-ini[LocSuf]
luye	lu[SC11]-ye[AuxVStem]
lwaba	lwa[PossConc11]-ba[VCop]
neempembelelo	na[AdvPre]-i[NPrePre10]-zin[BPre10]-pembelelo[NStem]
ezintle	ezin[AdjPref10]-hle[AdjStem]
.	.[Punc]
<LINE 2227>
Phantsi	phantsi[Adv]
kwalo	kwa[PossConc15]-lo[Dem3][Pos1]
mxholo	m[BPre3]-xholo[NStem]
iPhulo	i[NPrePre5]-li[BPre5]-phulo[NStem]
lokuKhawulezisa	la[PossConc5]-u[NPrePre15]-ku[BPre15]-khawulez[VRoot]-is[CausExt]-a[VerbTerm]
ukuKhula	u[NPrePre15]-ku[BPre15]-khul[VRoot]-a[VerbTerm]
ekwaBelwana	e[RelConc9]-u[NPrePre15]-ku[BPre15]-ab[VRoot]-el[ApplExt]-w[PassExt]-an[RecipExt]-a[VerbTerm]
ngako	nga[AdvPre]-oko[Dem15][Pos2]
(	([Punc]
AsgiSA	AsgiSA[Abbr]
)	)[Punc]
liyaphunyezwa	li[SC5]-ya[Pres]-phumez[VRoot]-w[PassExt]-a[VerbTerm]
,	,[Punc]
ukuqinisekisa	u[NPrePre15]-ku[BPre15]-qinisek[VRoot]-is[CausExt]-a[VerbTerm]
ukuba	ukuba[Conj]
zonke	zo[QuantConc8]-nke[QuantStem]
izithintelo	i[NPrePre8]-zi[BPre8]-thintelo[NStem]
ezinzima	ezi[RelConc8]-nzima[RelStem]
ezifana	ezi[RelConc8]-fan[VRoot]-a[VerbTerm]
nemiqobo	na[AdvPre]-i[NPrePre4]-mi[BPre4]-qobo[NStem]
kwizibonelelo	ku[LocPre]-i[NPrePre8]-zi[BPre8]-bonelelo[NStem]
zokusebenza	za[PossConc8]-u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-a[VerbTerm]
,	,[Punc]
umgaqo-nkqubo	u[NPrePre3]-m[BPre3]-gaqo[NStem]-n[BPre9]-kqubo[NStem]
wezoshishino	wa[PossConc3]-ezi[RelConc8]-za[PossConc8]-u[NPrePre11]-lu[BPre11]-shishino[NStem]
ohlanganisiweyo	o[RelConc3]-hlangan[VRoot]-is[CausExt]-iw[PassExt]-e[VerbTerm]-yo[RelSuf]
kunye	kunye[Conj]
neenkqubo	na[AdvPre]-i[NPrePre10]-zin[BPre10]-kqubo[NStem]
,	,[Punc]
imiceli-mngeni	i[NPrePre4]-mi[BPre4]-celi[NStem]-m[BPre3]-ngeni[NStem]
yezakhono	ya[PossConc4]-i[NPrePre8]-zi[BPre8]-akhono[NStem]
,	,[Punc]
ukungabikho	u[NPrePre15]-ku[BPre15]-nga[NegExt]-bi[VCop]-kho[Adv]
ntshukumo	n[BPre9]-tshukumo[NStem]
kulawulo	ku[LocPre]-u[NPrePre11]-lu[BPre11]-lawulo[NStem]
kunye	kunye[Conj]
nokwanela	na[AdvPre]-u[NPrePre15]-ku[BPre15]-anel[VRoot]-a[VerbTerm]
kweenkonzo	kwa[PossConc15]-i[NPrePre10]-zin[BPre10]-konzo[NStem]
zikarhulumente	zi[PossConc10]-ka[PossKA]-u[NPrePre1a]-rhulumente[NStem]
lulungiso	l[CopPre]-u[NPrePre11]-lu[BPre11]-lungiso[NStem]
ekugqaliswe	e[RelConc9]-ku[SC15]-gqalis[VRoot]-w[PassExt]-e[VerbTerm]
kulo	ku[LocPre]-lo[Dem3][Pos1]
ngobuchule	nga[AdvPre]-u[NPrePre14]-bu[BPre14]-chule[NStem]
.	.[Punc]
<LINE 2228>
Uqoqosho	u[NPrePre11]-lu[BPre11]-qoqosho[NStem]
lwethu	lwa[PossConc11]-ithu[PronStem1pp]
luye	lu[SC11]-ye[AuxVStem]
luvuleleka	lu[SC11]-vul[VRoot]-el[ApplExt]-ek[NeutExt]-a[VerbTerm]
,	,[Punc]
kwaye	kwaye[Conj]
ukusukela	u[NPrePre15]-ku[BPre15]-suk[VRoot]-el[ApplExt]-a[VerbTerm]
ngo-1994	nga[AdvPre]-u[NPrePre3]-1994[Num]
luya	lu[SC11]-y[VRoot]-a[VerbTerm]
luhlangana	lu[SC11]-hlangan[VRoot]-a[VerbTerm]
ngokuthe	nga[AdvPre]-oku[RelConc15]-th[VRoot]-e[VerbTerm]
chu	chu[Ideoph]
kwindlela	ku[LocPre]-i[NPrePre9]-n[BPre9]-dlela[NStem]
yamazwe	ya[PossConc9]-a[NPrePre6]-ma[BPre6]-zwe[NStem]
ngamazwe	nga[AdvPre]-a[NPrePre6]-ma[BPre6]-zwe[NStem]
.	.[Punc]
<LINE 2229>
Amaziko	a[NPrePre6]-ma[BPre6]-ziko[NStem]
ethu	a[PossConc6]-ithu[PronStem1pp]
ezimali	a[PossConc6]-i[NPrePre10]-zi[BPre10]-mali[NStem]
angumzekelo	a[RelConc6]-ng[CopPre]-u[NPrePre3]-m[BPre3]-zekelo[NStem]
omhle	om[AdjPref3]-hle[AdjStem]
oye	o[RelConc3]-ye[AuxVStem]
wasikhusela	u[SC3]-a[Past]-si[OC1pp]-khusel[VRoot]-a[VerbTerm]
kwizaqhwithi	ku[LocPre]-i[NPrePre8]-zi[BPre8]-aqhwithi[NStem]
zezoqoqosho	za[PossConc8]-ezi[RelConc8]-za[PossConc8]-u[NPrePre11]-lu[BPre11]-qoqosho[NStem]
zamazwe	za[PossConc8]-a[NPrePre6]-ma[BPre6]-zwe[NStem]
ngamazwe	nga[AdvPre]-a[NPrePre6]-ma[BPre6]-zwe[NStem]
.	.[Punc]
<LINE 2230>
Kananjalo	ka[AdvPre]-na[AdvPre]-njalo[Adv]
,	,[Punc]
ububanzi	u[NPrePre14]-bu[BPre14]-banzi[RelStem]
bofikelelo	ba[PossConc14]-u[NPrePre11]-lu[BPre11]-fikelelo[NStem]
kuluntu	ku[LocPre]-u[NPrePre11]-lu[BPre11]-ntu[NStem]
lwethu	lwa[PossConc11]-ithu[PronStem1pp]
busahleli	bu[SC14]-sa[ProgPre]-hlel[VRoot]-i[VerbTerm]
busezantsi	bu[SC14]-s[PreLoc-s]-e[LocPre]-zantsi[Adv]
kakhulu	ka[AdvPre]-khulu[AdjStem]
kunoko	ku[SC15]-na[AdvPre]-oko[Dem15][Pos2]
kulindelekileyo	ku[SC15]-lind[VRoot]-el[ApplExt]-ek[NeutExt]-ile[Perf]-yo[RelSuf]
.	.[Punc]
<LINE 2231>
Uqoqosho	u[NPrePre11]-lu[BPre11]-qoqosho[NStem]
lwethu	lwa[PossConc11]-ithu[PronStem1pp]
lusahleli	lu[SC11]-sa[ProgPre]-hlel[VRoot]-i[VerbTerm]
luxhomekeke	lu[SC11]-xhomekek[VRoot]-e[VerbTerm]
kakhulu	ka[AdvPre]-khulu[AdjStem]
kwezezembiwa	ku[LocPre]-ezi[RelConc8]-za[PossConc8]-i[NPrePre8]-zi[BPre8]-mbiwa[NStem]
nolimo	na[AdvPre]-u[NPrePre11]-lu[BPre11]-limo[NStem]
ukuze	ukuze[Conj]
kuthunyelwe	ku[SC15]-thum[VRoot]-el[ApplExt]-w[PassExt]-e[VerbTerm]
kumazwe	ku[LocPre]-a[NPrePre6]-ma[BPre6]-zwe[NStem]
angaphandle	a[RelConc6]-nga[AdvPre]-phandle[Adv]
.	.[Punc]
<LINE 2232>
Ngaphandle	nga[AdvPre]-phandle[Adv]
kwakwicandelo	kwa[PossConc15]-ku[LocPre]-i[NPrePre5]-li[BPre5]-candelo[NStem]
leenkonzo	la[PossConc5]-i[NPrePre10]-zin[BPre10]-konzo[NStem]
,	,[Punc]
asibonanga	a[NegExt]-si[SC1pp]-bon[VRoot]-a[VerbTerm]-nga[NegExt]
kwaneleyo	ku[LocPre]-anel[VRoot]-e[VerbTerm]-yo[RelSuf]
kumacandelo	ku[LocPre]-a[NPrePre6]-ma[BPre6]-candelo[NStem]
abalulekileyo	a[RelConc6]-balulek[VRoot]-ile[VerbTerm]-yo[RelSuf]
,	,[Punc]
ingakumbi	i[SC9]-ngakumbi[Adv]
elokuvelisa	e[RelConc9]-la[PossConc5]-u[NPrePre15]-ku[BPre15]-vel[VRoot]-is[CausExt]-a[VerbTerm]
.	.[Punc]
<LINE 2233>
Ngenxa	ngenxa[Conj]
yoko	ya[PossConc9]-oko[Dem15][Pos2]
,	,[Punc]
izinga	i[NPrePre5]-li[BPre5]-zinga[NStem]
lokukhula	la[PossConc5]-u[NPrePre15]-ku[BPre15]-khul[VRoot]-a[VerbTerm]
kwizinto	ku[LocPre]-i[NPrePre10]-zin[BPre10]-to[NStem]
ezithunyelwa	ezi[RelConc10]-thum[VRoot]-el[ApplExt]-w[PassExt]-a[VerbTerm]
ngaphandle	nga[AdvPre]-phandle[Adv]
khange	khange[AuxVStem]
libe	li[SC5]-be[VCop]
phezulu	phezulu[Adv]
njengakumazwe	njenga[AdvPre]-ku[LocPre]-a[NPrePre6]-ma[BPre6]-zwe[NStem]
afana	a[RelConc6]-fan[VRoot]-a[VerbTerm]
nathi	na[AdvPre]-thi[AbsPron1pp]
.	.[Punc]
<LINE 2234>
obu	obu[Dem14][Pos1]
buthathaka	bu[BPre14]-thathaka[NStem]
ngqo	ngqo[Ideoph]
obenza	obu[RelConc14]-enz[VRoot]-a[VerbTerm]
intsilelo	i[NPrePre9]-n[BPre9]-tsilelo[NStem]
enkulu	en[AdjPref9]-khulu[AdjStem]
ye-Current	ya[PossConc9]-i[NPrePre9]-Current[Foreign]
Account	Account[Foreign]
ingakumbi	i[SC9]-ngakumbi[Adv]
xa	xa[Conj]
singena	si[SC1pp]-ngen[VRoot]-a[VerbTerm]
kwizintlu	ku[LocPre]-i[NPrePre10]-zin[BPre10]-tlu[NStem]
eziphezulu	ezi[RelConc10]-phezulu[Adv]
zokukhula	za[PossConc10]-u[NPrePre15]-ku[BPre15]-khul[VRoot]-a[VerbTerm]
.	.[Punc]
<LINE 2235>
Kwaye	kwaye[Conj]
ngenxa	ngenxa[Conj]
yokuba	ya[PossConc9]-ukuba[Conj]
sinamazinga	si[SC1pp]-na[AdvPre]-a[NPrePre6]-ma[BPre6]-zinga[NStem]
asezantsi	a[PossConc6]-s[PreLoc-s]-e[LocPre]-zantsi[Adv]
olondolozo	a[PossConc6]-u[NPrePre11]-lu[BPre11]-londolozo[NStem]
,	,[Punc]
kuye	ku[SC15]-ye[AuxVStem]
kwafuneka	ku[SC15]-a[Past]-funek[VRoot]-a[VerbTerm]
ukuba	ukuba[Conj]
sithembele	si[SC1pp]-themb[VRoot]-el[ApplExt]-e[VerbTerm]
ekungeneni	e[LocPre]-u[NPrePre15]-ku[BPre15]-ngen[VRoot]-a[VerbTerm]-ini[LocSuf]
nasekuphumeni	na[AdvPre]-s[PreLoc-s]-e[LocPre]-u[NPrePre15]-ku[BPre15]-phum[VRoot]-a[VerbTerm]-ini[LocSuf]
kwenkunzi	kwa[PossConc15]-i[NPrePre9]-n[BPre9]-kunzi[NStem]
kwexesha	kwa[PossConc15]-i[NPrePre5]-li[BPre5]-xesha[NStem]
elifutshane	eli[AdjPref5]-futshane[AdjStem]
ukuxhasa	u[NPrePre15]-ku[BPre15]-xhas[VRoot]-a[VerbTerm]
intsilelo	i[NPrePre9]-n[BPre9]-tsilelo[NStem]
ngokunjalo	nga[AdvPre]-oku[RelConc15]-njalo[Adv]
neenkqubo	na[AdvPre]-i[NPrePre10]-zin[BPre10]-kqubo[NStem]
zethu	za[PossConc10]-ithu[PronStem1pp]
zotyalo-mali	za[PossConc10]-u[NPrePre11]-lu[BPre11]-tyalo[NStem]-mali[NStem]
.	.[Punc]
<LINE 2236>
Le	le[Dem4][Pos1]
yimiceli-mngeni	y[CopPre]-i[NPrePre4]-mi[BPre4]-celi[NStem]-m[BPre3]-ngeni[NStem]
ngokuqinisekileyo	nga[AdvPre]-oku[RelConc15]-qinisek[VRoot]-ile[Perf]-yo[RelSuf]
ekufuneka	e[RelConc9]-ku[SCIndef]-funek[VRoot]-a[VerbTerm]
ilizwe	i[NPrePre5]-li[BPre5]-zwe[NStem]
lethu	la[PossConc5]-ithu[PronStem1pp]
liyilungise	li[SC5]-yi[OC4]-lungis[VRoot]-e[VerbTerm]
ukuze	ukuze[Conj]
liqhubele	li[SC5]-qhub[VRoot]-el[ApplExt]-e[VerbTerm]
phambili	phambili[Adv]
.	.[Punc]
<LINE 2237>
Okubaluleke	oku[RelConc15]-balulek[VRoot]-e[VerbTerm]
kakhulu	ka[AdvPre]-khulu[AdjStem]
ngumbuzo	ng[CopPre]-u[NPrePre3]-m[BPre3]-buzo[NStem]
wokuba	wa[PossConc3]-ukuba[Conj]
:	:[Punc]
ngokwenene	nga[AdvPre]-okwa[AdvPre]-i[NPrePre9]-nene[NStem]
kufuneka	ku[SCIndef]-funek[VRoot]-a[VerbTerm]
ukukhula	u[NPrePre15]-ku[BPre15]-khul[VRoot]-a[VerbTerm]
koqoqosho	kwa[PossConc15]-u[NPrePre11]-lu[BPre11]-qoqosho[NStem]
kube	ku[SC15]-be[AuxVStem]
malunga	malunga[Adv]
